text,target
"

We have plenty of computer labs where the computers are left on all the
time. I don't see any shorter lifespan than the ones we have in the
offices which does get turned off at the end of the day. In fact, some
of the computers in the labs have outlived some of the same ones in the
offices. But it goes both ways so can't conclude anything.",3
"
It's a request to personal users; it's a requirement for commercial,
government, and institutional users.

Someone else asked whether the authors of the JPEG and TIFF software had
given permission to incorporate their code into a commercial product.  I
found the following in jpeg/README:

    We specifically permit and encourage the use of this software as the
    basis of commercial products, provided that all warranty or liability
    claims are assumed by the product vendor.

and the following in tiff/Copyright:

    Permission to use, copy, modify, distribute, and sell this software and
    its documentation for any purpose is hereby granted without fee, ...

Looks like he's OK on that account.
-- 
Barry Margolin
System Manager, Thinking Machines Corp.",5
"I just bought a new AMIECU EISA motherboard and an Adaptec 1742A fast-SCSI 
controller. I wanted to install the AHA-1742A and did as written in the
AMIECU manual. But the CFG-utility told me to get a newer version of the Adaptec 
configuration overlay file named 'adp0000.ovr', because the old one is not 
compatible to my motherboard.
The adaptec driver utility is version 3.0.

       CAN YOU HELP ME ? PLEASE DO SO.
",3
"
Sorry, Sherri, but I can't agree with this particular incident.  While
I'm all for cutting down the number of chain-rattles and other examples
of rampant Hargroving, there was a difference here.

1)  Since time immemorial, batters have complained about calls.
So have pitchers and catchers.  Usually, nothing happens.
Unless the league notified teams this year about not allowing
complaints, Hirschbeck was acting against expectations.

2)  It's not as if Gant was ""in Hirschbeck's face"".  Gant said
something about the call, stepped out of the box, and turned away
from Hirschbeck.  As a hitter (alibet of little consequence, but
with a decent eye), whenever receiving the short end of the stick
on a questionable call, I'd want a moment or two out of the box,
if for no other reason than to rethink the strike zone based on
the experience of the last pitch.  And if I was really angry
at the ump, I'd rather turn away and catch my breath than
turn to him and say something that might get me tossed,
especially at a key moment in the game.

When Gant turned away, Hirschbeck IMMEDIATELY motioned for Gant
to step into the box.  IMO, at this point in time, Hirschbeck
was determined to show Gant exactly WHO was in charge of this game.
Gant wasn't dawdling; he hadn't had a chance to dawdle.  And Hirschbeck
was simply exercising a power play.  Gant resisted, as many of
us might to what we thought was an unreasonable request, and
Hirschbeck called for the pitch.  At that point, Cox came out on
the field, the pitch was thrown, and many other Braves left the
dugout.  Cox was tossed ""protecting his player"".  I was pleasantly
surprised that Gant kept his cool enough to stay in the game.

It's a small sample size, but based on what I saw in that game,
Mark Hirschbeck has a hair-trigger temper and a need to play
God on the field.  Not good qualities for an umpire.  I will
keep my eyes open for future appearances of Hirschbeck in the 
future, in order to improve my sample size.

IMO, any game where you remember the name of the umpire was
a bad game for the umpire.",9
"

Wow, hang on a second.  The libertarian party stands for personal freedom,
lassez-faire economics and minimal government.  Whoever is describing the
self as a Libertarian (maybe you were refering to the posters who call 
themselves civil libertarians) are not talking at all about Libertarian
philosophy.",17
"
[...Dr. England's story deleted, it was a nice read the first time 
through...]]


	It isn't so much a matter of 'interpretation' of Bible texts 
that sets Mormonism apart from orthodoxy as it is a matter of 
*fabrication*.

	About 20 years ago, _National Lampoon_ had some comic strips 
in them that were drawn by Neal Adams. They were called ""Son o' God"" comics. 
It was a parody of the Jesus in the Bible. In the comic, there were a 
group of thirteen Jewish kids from Brooklyn, and when one of them said 
the magic word, he turned into ""Son o' God."" He went from a myopic, 
curly headed, yarmulke wearing boy to a replica of the stylizied 
portraits of Jesus --- with long flowing brown hair and gentile 
features.	

	Now, if someone were to profess faith in this NatLamp Jesus, 
and claim that they were a Christian because they believed in this 
NatLamp Jesus, we would have to say that this was fallacious since 
this Jesus was a fabrication, and did not really exist.

	This is the exact same thing that the LDS do when they claim 
that they are Christian. They profess faith in Jesus, but the Jesus 
that they profess to have faith in is as much a fabrication as the 
NatLamp Jesus was.
",19
"Tasco 18EB 20X-60X60mm, used once, looks like new, worth $170, sell
$70 only.  Buyers pay shipping.",6
"
Radius speculated, publicly, that they could provide a PowerPC-based
Rocket for existing Macs. It would have the plus of RocketShare and
the minus of NuBus accelerators - no true boot off the accelerator,
NuBus bottleneck to video and other I/O.

Apple, it seems, will not compete with third parties here -- except
perhaps for not-yet-available Macs like Cyclone, where a PowerPC
slot might be advertised. Look for Daystar and such to make PowerPC
accelerators.

One potential problem with any accelerator, though, is that it will
need a ROM companion and Apple has licensed only Radius, with
Rocketshare, to use any of its proprietary code.

Apple is, between the lines, trying to let us know that PowerPC Macs
will have simplified logic boards due to the magical nature of RISC
and that these boards should be much cheaper to build than those in
existing 68040 Macs. Perhaps, then, we'll see groundbreaking
prices in Mac-logic board upgrades, much the same way we've seen
much cheaper high-performance CPUs this year.

First generation PowerPCs, 98601s, will also hopefully have socketed
CPUs so that they'll be chip upgradeable to 98604s a year later.
This should be possible in much the same way that 486s can be pulled
for clock doublers. If there is too much technical   baggage (which
I doubt since the external busses are the same size/width) to do
this, perhaps we can have CPU daughterboard, a la Powerbook, as
standard to facilitate better CPU upgrades. This is an area where
Apple has fallen far behing the Intel-based world. Perhaps catchup
is in order.

By the way, last week's PC week had an excellent story on PowerPC,
Pentium, MIPS R4000, DEC Alpha (the big four on the microprocessor
front for the forseeable future). Worth reading for technojunkies.
Also, the latest PC has a cover story on Pentium. Read it, and all
the other stories about how Intel is unstoppable and preeminent
right now.

Once anyone is this secure, they are due to fall. Intel's market
position will never again be as dominant as it is today (especially
if AMD gets the go ahead to sell its 486s this week as it appears it
might). The competition from all fronts is gearing up for an awesome
battle. Apple users should be excited that PowerPC, while not
guaranteed dominance, is a guaranteed winner, even if its one of
several.",4
"
I could give much the same testimonial about my experience as a scout
back in the 1960s. The issue wasn't gays, but the principles were the
same. Thanks for a well put testimonial. Stan Krieger and his kind who
think this discussion doesn't belong here and his intolerance is the
only acceptable position in scouting should take notice. The BSA has
been hijacked by the religious right, but some of the core values have
survived in spite of the leadership and some scouts and former scouts
haven't given up. Seeing a testimonial like this reminds me that
scouting is still worth fighting for.

On a cautionary note, you must realize that if your experience with this
camp leader was in the BSA you may be putting him at risk by publicizing
it. Word could leak out to the BSA gestapo.",0
"The actual algorithm is classified, however, their main thrust here is
for cellular phones, and encryption is only over the radio end, not
end to end, I think.   End to end will come later.

And of course you have to identify yourself to the phone company, and
since the phone company complies with court orders, they will know the
magic number of your chip when they sign out a warrant on you, and
then can present the warrant to the key escrow house.",11
"
My respect for the power of the hockey gods is preventing me from
commenting on the above, and for commenting on whether the guy
Damphousse was traded for is on vacation or not. Perhaps Roger
(demonstrably in contempt of the hockey gods and paying for it) dares a
comment or two?",10
"
I think that HCI people honestly believe that passing more gun control
laws will be in the best interests of public safety.  Why do I think
this?  Because I used to buy the HCI line.  During my freshman year (1987),
their line made so much sense -- only people who ""need"" guns should be
able to get them, and the people who ""need"" them are the police and
other elites.  Unfortunately for us, this position is highly emotional
and not well thought-out.  They never stop to think that HCI's position
basically says that the non-elite are incompetents (that's you and me,
folks!) and that the Second Amendment has absolutely nothing to do with
hunting or other ""legitimate"" uses (which excludes overthrowing tyrannical
governments and defending yourself when the police have proven they
can't protect you).


Every pro-control person I've talked to is always left  stumped when I
simply argue the facts of gun control (that it has yet to be proven to
lower crime rates) and weapons terminology (and I'm no expert -- but
explaining exactly how an ""evil"" semiautomatic weapon really works
does wonders).

I hvae personally found well-reasoned arguments to be most effective
against the emotional pro-control people.  The trick is to get them to
realize that the Second Amendment exists not for hunters but for the
oppressed and the terrorized.",16
"It was unlikely, improbable.  For the Bruins, it was the stuff of
nightmares; for the Sabres, it was a taste of heaven.  
   For the first time since 1983, the Sabres have won the first three
games of a series.  Last time was a three games to none victory in a
best of five against the Canadiens.  It takes a little more work this
time.  The Sabres seem ready to put in the extra work.
   On the heels of a shutout, one that took away Boston's home ice
advantage, the Sabres came back with a four to three overtime win.  It
wasn't easy.  It wasn't always pretty.  It still worked.
   John Blue got the nod for Boston, supplanting Andy Moog as starting
goaltender.  Moog was pulled midway through game 2 on Tuesday.
Buffalo started with a goal by Mogilny, his fourth of the playoffs, on
the powerplay, with Boston's Don Sweeney and Gord Roberts in the box.
LaFontaine and Hawerchuk had the assists.  Goal number two was
Khmylev's first of the playoffs, a pretty goal scored when the Sabres
stole the puck and passed to an open and waiting Khmylev.  Smehlik and
Hannan assisted.  Determined not to be shut out, Boston tallied on a
shot by Ray Bourque on the powerplay, with Colin Patterson and Bob
Sweeney both in the box.  Period two was scoreless, a split of
penalties between the two clubs.  The third saw Boston's Smolinski get
his first, courtesy of Oates.  Buffalo resecured the lead two minutes
later, from former Bruin Bob Sweeney (Khmylev and Carney).  Neely tied
the game 3/4 of the way through the third, sending it into overtime.
Last year overtime meant a Bruin win.  Last night, it spelled sweet
revenge, as Buffalo scored with Ray Bourque in the penalty box, on a
tip in by Khmylev (Hawerchuk and LaFontaine) a minute into overtime.
Both teams finished with 34 shots.  
        Power-play conversions--Boston 5-1. Buffalo 7-2.
        Referee--Rob Shick.

Comments:  Shick pocketed the whistle in the third, allowing a lot of
clutching and grabbing.  Buffalo's penalty killing unit was fantastic
again.  Mogilny was checking.  Granted he missed once and instead
flung his body into the boards, but checking like this is a novel idea
to Mogilny.  The crowd was unbelievable.  I don't think I've ever
heard a crowd that loud in the Aud for a Sabres game (remember, I was
only five when they played for the cup.  I don't remember it and no
one took me to the games).  Doug Bodger, in a postgame interview,
noted that he tried to say something to Hawerchuk, but the crowd was
too loud, even though he was shouting.  It didn't seem to matter, as
most of the Sabres and even Muckler said it was great.  Yuri Khmylev
didn't seem to realize that he was the game's third star and didn't
skate out when his name was called.  Sweeney (2) and Fuhr (1) each
were out before Yuri made his appearance, sans jersey.  When asked in
an interview later whether he knew how big a goal that was, he
responed yes (ok, it was through an interpreter and he said more than
that, even more than the interpreter said, but I digress).  The
interviewer seemed to think just because he doesn't speak English, he
must not understand playoffs.  Uh-huh. 
",10
"The following document summarizes the Clipper Chip, how it is used,
how programming of the chip is coupled to key generation and the
escrow process, and how law enforcement decrypts communications.
Since there has been some speculation on this news group about my
own involvement in this project, I'd like to add that I was not in
any way involved.  I found out about it when the FBI briefed me on
Thursday evening, April 15.  Since then I have spent considerable
time talking with the NSA and FBI to learn more about this, and I
attended the NIST briefing at the Department of Commerce on April 16.  
The document below is the result of that effort. 

Dorothy Denning
---------------

                     THE CLIPPER CHIP: A TECHNICAL SUMMARY

                               Dorothy Denning

                                April 19, 1993


INTRODUCTION

On April 16, the President announced a new initiative that will bring
together the Federal Government and industry in a voluntary program
to provide secure communications while meeting the legitimate needs of
law enforcement.  At the heart of the plan is a new tamper-proof encryption
chip called the ""Clipper Chip"" together with a split-key approach to
escrowing keys.  Two escrow agencies are used, and the key parts from
both are needed to reconstruct a key.


CHIP STRUCTURE

The Clipper Chip contains a classified 64-bit block encryption
algorithm called ""Skipjack.""  The algorithm uses 80 bit keys (compared
with 56 for the DES) and has 32 rounds of scrambling (compared with 16
for the DES).  It supports all 4 DES modes of operation.  Throughput is
16 Mbits a second.

Each chip includes the following components:

   the Skipjack encryption algorithm
   F, an 80-bit family key that is common to all chips
   N, a 30-bit serial number
   U, an 80-bit secret key that unlocks all messages encrypted with the chip


ENCRYPTING WITH THE CHIP

To see how the chip is used, imagine that it is embedded in the AT&T
telephone security device (as it will be).  Suppose I call someone and
we both have such a device.  After pushing a button to start a secure
conversation, my security device will negotiate a session key K with
the device at the other end (in general, any method of key exchange can
be used).  The key K and message stream M (i.e., digitized voice) are then
fed into the Clipper Chip to produce two values:

   E[M; K], the encrypted message stream, and 
   E[E[K; U] + N; F], a law enforcement block.  

The law enforcement block thus contains the session key K encrypted
under the unit key U concatenated with the serial number N, all
encrypted under the family key F.


CHIP PROGRAMMING AND ESCROW

All Clipper Chips are programmed inside a SCIF (secure computer
information facility), which is essentially a vault.  The SCIF contains
a laptop computer and equipment to program the chips.  About 300 chips
are programmed during a single session.  The SCIF is located at
Mikotronx.

At the beginning of a session, a trusted agent from each of the two key
escrow agencies enters the vault.  Agent 1 enters an 80-bit value S1
into the laptop and agent 2 enters an 80-bit value S2. These values
serve as seeds to generate keys for a sequence of serial numbers.

To generate the unit key for a serial number N, the 30-bit value N is
first padded with a fixed 34-bit block to produce a 64-bit block N1.
S1 and S2 are then used as keys to triple-encrypt N1, producing a
64-bit block R1:

        R1 = E[D[E[N1; S1]; S2]; S1] .

Similarly, N is padded with two other 34-bit blocks to produce N2 and
N3, and two additional 64-bit blocks R2 and R3 are computed:  

        R2 = E[D[E[N2; S1]; S2]; S1] 
        R3 = E[D[E[N3; S1]; S2]; S1] .

R1, R2, and R3 are then concatenated together, giving 192 bits. The
first 80 bits are assigned to U1 and the second 80 bits to U2.  The
rest are discarded.  The unit key U is the XOR of U1 and U2.  U1 and U2
are the key parts that are separately escrowed with the two escrow
agencies.

As a sequence of values for U1, U2, and U are generated, they are
written onto three separate floppy disks.  The first disk contains a
file for each serial number that contains the corresponding key part
U1.  The second disk is similar but contains the U2 values.  The third
disk contains the unit keys U.  Agent 1 takes the first disk and agent
2 takes the second disk.  The third disk is used to program the chips.
After the chips are programmed, all information is discarded from the
vault and the agents leave.  The laptop may be destroyed for additional
assurance that no information is left behind.
 
The protocol may be changed slightly so that four people are in the
room instead of two.  The first two would provide the seeds S1 and S2,
and the second two (the escrow agents) would take the disks back to
the escrow agencies.

The escrow agencies have as yet to be determined, but they will not
be the NSA, CIA, FBI, or any other law enforcement agency.  One or
both may be independent from the government.


LAW ENFORCEMENT USE

When law enforcement has been authorized to tap an encrypted line, they
will first take the warrant to the service provider in order to get
access to the communications line.  Let us assume that the tap is in
place and that they have determined that the line is encrypted with
Clipper.  They will first decrypt the law enforcement block with the
family key F.  This gives them E[K; U] + N.  They will then take a
warrant identifying the chip serial number N to each of the key escrow
agents and get back U1 and U2.  U1 and U2 are XORed together to produce
the unit key U, and E[K; U] is decrypted to get the session key K.
Finally the message stream is decrypted.  All this will be accomplished
through a special black box decoder operated by the FBI.
",11
"

70277.2502@compuserve.com

",11
" I don't

Well, no problem!  But I get pretty annoyed when they swing at non-strikes
and make outs.  Especially ball four on the 3-2 counts...

Dave",9
"



We have one here, at Berg's alma mater (class of 1923).  It's kind of 
a sour thing; she disapproved of the job that Sewell et al had done.
",9
"

	That really depends upon where you draw the line while defining
these weapons, and also on if you intend the law to be reflective of
modern practice five months or five centuries down the road.  I'll give
you a little hint:  see that manure pile in the farmer's field down the
road?  In the USA, that is a weapon of mass destruction, biological in
nature, because if it gets washed into an open well it will contaminate
the aquifers that supply thousands of cities with drinking water.  So,
where do *you* draw the line?  In the USA, the EPA has ruled that
a pile of scrap iron is illegal.  Care to draw a thinner line this time?",16
"
Do you have the X source code?  Simply look in mit/clients/xwininfo/xwininfo.c and you
will find out exactly how to do it.  :-)",5
